1699624980.2290955,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624980.2290955,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624980.2290955,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624980.2290955,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624980.2290955,11,-53,53,72,72,86.11111111111113,-5.614504665163061
1699624981.0456831,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624981.0456831,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624981.0456831,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624981.0456831,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624981.0456831,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624981.5309744,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624981.5309744,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624981.5309744,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624981.5309744,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624982.0008383,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624982.0008383,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624982.0008383,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624982.0008383,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624982.0008383,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624982.5105886,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624982.5105886,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624982.5105886,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624982.5105886,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624982.9770963,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624982.9770963,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624982.9770963,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624982.9770963,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624982.9770963,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624983.5063853,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624983.5063853,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624983.5063853,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624983.5063853,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624983.9835658,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624983.9835658,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624983.9835658,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624983.9835658,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624983.9835658,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624984.5224864,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624984.5224864,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624984.5224864,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624984.5224864,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624985.0120537,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624985.0120537,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624985.0120537,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624985.0120537,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624985.0120537,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624985.506369,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624985.506369,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624985.506369,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624985.506369,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624985.9998465,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624985.9998465,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624985.9998465,11,-53,53,72,72,86.11111111111113,-5.614504665163061
1699624985.9998465,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624986.4883702,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624986.4883702,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624986.4883702,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624987.0175197,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624987.0175197,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624987.0175197,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624987.0175197,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624987.0175197,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624987.4899325,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624987.4899325,10,21,52,73,72,86.11111111111113,2.2306353530719227
1699624987.4899325,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624987.4899325,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624988.0062172,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624988.0062172,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624988.0062172,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624988.0062172,11,-54,53,73,72,86.11111111111113,-5.719742748496919
1699624988.5097413,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624988.5097413,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624988.5097413,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624988.5097413,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624988.5097413,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624988.974116,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624988.974116,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624988.974116,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624988.974116,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624989.4682777,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624989.4682777,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624989.4682777,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624989.4682777,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624989.4682777,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624989.9540687,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624989.9540687,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624989.9540687,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624990.4415605,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624990.4415605,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624990.4415605,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624990.4415605,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624990.4415605,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624990.9110017,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624990.9110017,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624990.9110017,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624991.4397502,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624991.4397502,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624991.4397502,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624991.4397502,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624991.4397502,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624991.912329,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624991.912329,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624991.912329,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624991.912329,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624992.4110744,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624992.4110744,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624992.4110744,17,-281,54,77,73,84.93150684931508,-27.5289617652556
1699624992.4110744,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624992.9107535,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624992.9107535,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624992.9107535,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624992.9107535,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624992.9107535,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624993.383445,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624993.383445,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624993.383445,11,-54,53,73,72,86.11111111111113,-5.719742748496919
1699624993.383445,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624993.8776932,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624993.8776932,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624993.8776932,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624993.8776932,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624994.4096143,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624994.4096143,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624994.4096143,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624994.4096143,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624994.8767366,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624994.8767366,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624994.8767366,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624995.4407673,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624995.4407673,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624995.4407673,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624995.4407673,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624995.4407673,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624995.9215155,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624995.9215155,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624995.9215155,17,-281,54,77,73,84.93150684931508,-27.5289617652556
1699624995.9215155,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624996.4686468,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624996.4686468,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624996.4686468,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624996.4686468,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624996.9464033,17,-281,54,77,73,84.93150684931508,-27.5289617652556
1699624996.9464033,10,22,51,72,73,84.93150684931508,2.3367410088134952
1699624996.9464033,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624996.9464033,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624997.471388,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624997.471388,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624997.471388,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624997.471388,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624997.471388,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624998.0031796,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624998.0031796,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624998.0031796,17,-281,54,77,73,84.93150684931508,-27.5289617652556
1699624998.0031796,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624998.0031796,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624998.4511855,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624998.4511855,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624998.4511855,17,-281,54,77,73,84.93150684931508,-27.5289617652556
1699624998.4511855,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624998.4511855,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624998.907044,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624998.907044,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624998.907044,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624998.907044,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699624999.4220607,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624999.4220607,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624999.4220607,17,-281,54,77,73,84.93150684931508,-27.5289617652556
1699624999.4220607,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699624999.940794,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699624999.940794,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699624999.940794,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699624999.940794,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699624999.940794,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699625000.4295595,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699625000.4295595,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699625000.4295595,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699625000.4295595,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699625000.4295595,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699625000.939134,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699625000.939134,17,-281,54,77,73,84.93150684931508,-27.5289617652556
1699625000.939134,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699625000.939134,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699625000.939134,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699625001.4406698,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699625001.4406698,17,-281,54,77,73,84.93150684931508,-27.5289617652556
1699625001.4406698,16,-205,54,77,73,84.93150684931508,-20.818902834126483
1699625001.4406698,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699625001.4406698,11,-54,52,73,73,84.93150684931508,-5.719742748496919
1699625001.9381254,10,22,52,72,72,86.11111111111113,2.3367410088134952
1699625001.9381254,12,-129,53,75,73,84.93150684931508,-13.456406039455286
1699625001.9381254,11,-53,52,72,73,84.93150684931508,-5.614504665163061
1699625001.9381254,17,-280,54,76,73,84.93150684931508,-27.44532679310386
1699625002.5012274,17,-281,54,77,73,84.93150684931508,-27.5289617652556
1699625002.5012274,12,-129,53,75,73,84.93150684931508,-13.456406039455286
